CustomerID,LastPurchase,Frequency,Monetary,Recency,Cluster,Segment
12484,2011-11-07 11:37:00,6,4541.72,33,3,Loyal
12488,2011-11-30 08:50:00,3,1298.66,10,0,Developing
12489,2011-01-07 13:13:00,1,334.93,337,1,At Risk
12490,2011-12-04 16:07:00,10,5417.93,6,2,Champions
12491,2011-11-01 12:18:00,1,460.40000000000003,39,0,Developing
12492,2011-10-07 15:15:00,2,263.21000000000004,64,1,At Risk
12493,2011-06-27 10:17:00,2,433.74,166,1,At Risk
12494,2011-11-24 09:34:00,7,1246.1000000000001,16,3,Loyal
12497,2011-09-19 12:29:00,1,1043.1,82,1,At Risk
12498,2011-11-18 12:53:00,3,403.70000000000005,22,0,Developing
12500,2011-11-16 16:20:00,11,4257.82,24,2,Champions
12501,2011-01-07 12:28:00,1,2169.39,337,1,At Risk
12502,2011-09-05 11:52:00,5,3723.87,96,3,Loyal
12504,2011-11-21 16:02:00,2,482.04999999999995,19,0,Developing
12506,2011-04-21 08:54:00,1,73.5,233,1,At Risk
12507,2011-07-28 17:09:00,3,1304.81,135,3,Loyal
12508,2011-11-13 15:37:00,2,398.27,27,0,Developing
12509,2011-02-28 14:45:00,1,176.5,285,1,At Risk
12510,2011-07-20 10:15:00,2,982.5699999999999,143,3,Loyal
12512,2011-10-04 14:55:00,2,138.03,67,1,At Risk
12513,2011-08-19 10:51:00,1,612.29,113,1,At Risk
12514,2011-03-17 16:38:00,1,1017.68,268,1,At Risk
12515,2010-12-21 15:43:00,1,383.7,354,1,At Risk
12516,2011-09-23 09:13:00,2,1312.06,78,3,Loyal
12517,2011-11-11 14:04:00,5,2502.84,29,3,Loyal
12518,2011-12-09 10:13:00,5,2056.89,1,2,Champions
12519,2011-10-07 09:26:00,1,340.84,64,1,At Risk
12520,2011-09-21 15:23:00,5,2634.26,80,3,Loyal
12521,2011-07-20 10:51:00,1,599.68,143,1,At Risk
12522,2011-10-31 15:30:00,2,192.72,40,0,Developing
12523,2011-11-20 12:55:00,11,1789.77,20,2,Champions
12524,2011-11-30 15:31:00,8,4485.72,10,2,Champions
12526,2011-12-09 12:09:00,3,1316.66,1,0,Developing
12527,2011-09-19 11:55:00,3,348.71000000000004,82,1,At Risk
12528,2011-11-30 14:40:00,6,1933.48,10,2,Champions
12530,2011-10-11 12:34:00,4,1662.28,60,3,Loyal
12531,2011-11-25 11:12:00,1,125.22,15,0,Developing
12532,2011-11-09 13:47:00,1,349.83000000000004,31,0,Developing
12534,2011-08-01 10:26:00,1,1089.18,131,1,At Risk
12535,2011-09-09 08:48:00,2,716.35,92,1,At Risk
12536,2011-10-27 14:20:00,3,12601.830000000002,44,3,Loyal
12538,2011-11-10 17:16:00,1,363.95,30,0,Developing
12539,2011-11-17 13:30:00,4,5568.35,23,3,Loyal
12540,2011-11-20 11:31:00,17,13400.24,20,2,Champions
12541,2011-11-10 10:40:00,3,981.18,30,3,Loyal
12544,2011-11-03 16:15:00,1,372.7,37,0,Developing
12545,2011-09-25 13:39:00,2,1000.39,76,3,Loyal
12546,2011-10-24 12:09:00,2,1161.5,47,3,Loyal
12547,2011-05-26 12:38:00,2,207.79999999999998,198,1,At Risk
12548,2011-06-26 15:35:00,1,95.19999999999999,167,1,At Risk
12550,2011-09-21 14:35:00,1,964.83,80,1,At Risk
12551,2010-12-17 11:23:00,1,168.0,358,1,At Risk
12552,2011-11-01 10:02:00,2,437.82,39,0,Developing
12553,2011-12-01 16:38:00,10,3692.28,9,2,Champions
12556,2011-10-20 13:06:00,2,603.71,51,0,Developing
12557,2011-11-23 16:59:00,5,11990.960000000001,17,2,Champions
12558,2011-12-02 10:41:00,1,269.96,8,0,Developing
12559,2011-02-02 09:49:00,2,561.71,311,1,At Risk
12560,2011-12-04 13:54:00,3,2134.01,6,0,Developing
12561,2011-02-10 11:39:00,1,238.85,303,1,At Risk
12562,2011-12-01 17:20:00,7,3781.7400000000002,9,2,Champions
12564,2011-03-23 14:55:00,1,456.9,262,1,At Risk
12565,2011-02-24 10:34:00,1,145.92,289,1,At Risk
12566,2011-09-14 14:30:00,1,351.65,87,1,At Risk
12567,2011-11-17 11:02:00,10,9401.28,23,2,Champions
12569,2011-12-07 16:24:00,32,4124.69,3,2,Champions
12571,2011-10-31 10:19:00,2,519.61,40,0,Developing
12572,2011-12-01 09:20:00,2,1020.42,9,0,Developing
12573,2011-04-26 15:52:00,1,160.54000000000002,228,1,At Risk
12574,2011-01-28 09:20:00,1,218.45,316,1,At Risk
12576,2011-11-04 10:11:00,5,1315.83,36,3,Loyal
12577,2011-11-04 13:24:00,3,657.8,36,3,Loyal
12578,2011-11-18 13:30:00,2,2794.51,22,3,Loyal
12579,2011-09-22 17:15:00,1,440.42,79,1,At Risk
12580,2011-04-07 10:24:00,1,415.7,247,1,At Risk
12581,2011-10-31 08:56:00,1,197.71,40,0,Developing
12582,2011-04-15 08:45:00,2,511.36,239,1,At Risk
12583,2011-12-07 08:07:00,15,7281.38,3,2,Champions
12584,2011-12-06 09:35:00,9,2338.15,4,2,Champions
12585,2011-04-19 13:39:00,2,2040.1,235,3,Loyal
12586,2011-11-22 16:24:00,1,196.94000000000003,18,0,Developing
12587,2011-12-02 12:47:00,1,144.0,8,0,Developing
12588,2011-10-31 15:01:00,1,214.89999999999998,40,0,Developing
12589,2011-11-11 10:19:00,2,646.68,29,0,Developing
12590,2011-05-12 14:52:00,2,9864.26,212,3,Loyal
12591,2011-01-26 14:35:00,1,452.84999999999997,318,1,At Risk
12592,2011-09-08 15:04:00,2,437.6,93,1,At Risk
12593,2011-08-23 12:43:00,3,418.09999999999997,109,1,At Risk
12594,2011-11-02 12:20:00,10,3338.2200000000003,38,2,Champions
12596,2011-10-19 13:02:00,2,618.27,52,0,Developing
12597,2011-11-20 13:33:00,4,3811.22,20,3,Loyal
12598,2011-11-30 12:18:00,8,3023.08,10,2,Champions
12599,2011-11-10 13:34:00,7,1032.58,30,3,Loyal
12600,2011-11-11 10:29:00,10,2599.04,29,2,Champions
12601,2011-06-03 10:17:00,5,577.0600000000001,190,3,Loyal
12602,2011-10-12 11:22:00,1,153.12,59,1,At Risk
12603,2011-11-18 10:42:00,1,739.1999999999999,22,0,Developing
12604,2011-09-21 14:08:00,2,254.18,80,1,At Risk
12607,2011-10-10 16:06:00,1,1579.51,61,3,Loyal
12609,2011-09-22 16:34:00,3,1126.85,79,3,Loyal
12610,2011-11-17 09:34:00,5,2099.54,23,3,Loyal
12611,2011-10-18 13:12:00,1,1193.32,53,3,Loyal
12612,2011-09-26 15:35:00,1,704.0400000000001,75,1,At Risk
12613,2011-10-13 14:59:00,5,3344.38,58,3,Loyal
12614,2011-03-07 10:22:00,1,315.6,278,1,At Risk
12615,2011-12-07 15:02:00,4,2291.19,3,2,Champions
12616,2011-09-05 15:17:00,2,713.3,96,1,At Risk
12617,2011-11-10 14:39:00,1,355.53,30,0,Developing
12618,2011-11-18 11:10:00,1,177.31,22,0,Developing
12619,2011-11-23 14:52:00,9,3641.24,17,2,Champions
12620,2011-11-25 10:20:00,3,1339.41,15,3,Loyal
12621,2011-12-08 11:25:00,20,13689.67,2,2,Champions
12622,2011-04-21 16:39:00,1,180.1,233,1,At Risk
12623,2011-03-08 13:50:00,1,305.1,277,1,At Risk
12624,2011-08-25 15:04:00,2,641.13,107,1,At Risk
12625,2011-05-12 09:54:00,2,2683.82,212,3,Loyal
12626,2011-11-16 16:06:00,9,6620.48,24,2,Champions
12627,2011-11-29 12:07:00,7,4478.53,11,2,Champions
12628,2011-12-05 13:15:00,3,786.46,5,0,Developing
12630,2011-11-30 10:48:00,2,1270.88,10,0,Developing
12631,2011-10-13 13:53:00,1,640.5,58,1,At Risk
12633,2011-10-12 11:40:00,4,2163.98,59,3,Loyal
12635,2011-09-11 11:04:00,2,1689.18,90,3,Loyal
12637,2011-10-03 13:46:00,8,6021.9,68,3,Loyal
12638,2011-11-06 13:11:00,1,671.69,34,0,Developing
12639,2011-04-15 12:48:00,1,486.1,239,1,At Risk
12640,2011-11-16 11:52:00,3,1174.58,24,3,Loyal
12641,2011-08-16 13:26:00,1,185.9,116,1,At Risk
12642,2011-11-14 15:03:00,3,1013.26,26,3,Loyal
12643,2011-08-03 12:56:00,6,3344.64,129,3,Loyal
12644,2011-08-02 10:33:00,1,477.91,130,1,At Risk
12645,2011-11-06 12:38:00,4,1775.18,34,3,Loyal
12646,2011-12-05 10:14:00,2,1346.97,5,0,Developing
12647,2011-11-17 12:56:00,12,3722.82,23,2,Champions
12648,2011-07-08 11:55:00,1,318.05,155,1,At Risk
12649,2011-08-24 14:41:00,3,623.51,108,3,Loyal
12650,2011-12-06 16:34:00,1,314.44,4,0,Developing
12651,2011-01-09 12:46:00,1,114.0,335,1,At Risk
12652,2011-01-12 15:00:00,1,919.98,332,1,At Risk
12653,2011-07-14 10:41:00,2,2209.85,149,3,Loyal
12654,2011-11-29 10:10:00,5,601.98,11,0,Developing
12656,2011-11-22 13:42:00,5,4051.17,18,2,Champions
12657,2011-11-28 15:47:00,4,1643.18,12,3,Loyal
12658,2011-11-21 10:22:00,1,686.05,19,0,Developing
12659,2011-11-10 11:53:00,1,91.68,30,0,Developing
12660,2011-11-28 13:26:00,1,245.1,12,0,Developing
12662,2011-12-09 11:59:00,11,3849.78,1,2,Champions
12664,2011-12-01 17:07:00,9,4881.88,9,2,Champions
12665,2011-01-19 08:34:00,1,63.0,325,1,At Risk
12667,2011-10-12 17:00:00,1,620.13,59,1,At Risk
12668,2011-11-28 10:56:00,4,3807.15,12,2,Champions
12669,2011-07-12 09:54:00,3,2744.0299999999997,151,3,Loyal
12670,2011-11-29 15:23:00,5,2996.05,11,2,Champions
12672,2011-01-14 09:20:00,1,225.89999999999998,330,1,At Risk
12673,2011-12-04 13:55:00,2,610.52,6,0,Developing
12674,2011-11-01 12:12:00,4,1970.6,39,3,Loyal
12676,2011-11-15 12:25:00,6,1331.39,25,3,Loyal
12678,2011-10-28 13:04:00,12,17628.46,43,2,Champions
12679,2011-10-12 12:30:00,4,1113.02,59,3,Loyal
12680,2011-12-09 12:50:00,4,862.81,1,0,Developing
12681,2011-11-25 11:33:00,22,13787.54,15,2,Champions
12682,2011-12-06 10:00:00,31,12288.22,4,2,Champions
12683,2011-12-05 16:31:00,15,8476.57,5,2,Champions
12684,2011-12-02 09:53:00,7,2283.63,8,2,Champions
12685,2011-11-11 13:46:00,6,2863.08,29,3,Loyal
12686,2010-12-03 09:51:00,1,89.14,372,1,At Risk
12688,2011-08-18 08:49:00,1,4873.8099999999995,114,3,Loyal
12689,2011-11-14 08:31:00,2,1247.61,26,3,Loyal
12690,2011-05-18 09:09:00,1,389.01,206,1,At Risk
12691,2011-11-11 16:49:00,6,1035.8,29,3,Loyal
12693,2011-08-04 17:51:00,4,855.91,128,3,Loyal
12694,2011-09-30 13:06:00,2,869.67,71,3,Loyal
12695,2011-12-02 13:22:00,4,582.1,8,0,Developing
12697,2011-11-11 08:47:00,3,957.59,29,3,Loyal
12700,2011-12-02 10:47:00,4,4939.99,8,2,Champions
12701,2011-09-21 10:47:00,2,797.71,80,3,Loyal
12702,2011-11-20 10:36:00,1,219.0,20,0,Developing
12703,2011-09-29 17:52:00,1,283.55,72,1,At Risk
12704,2011-12-02 13:15:00,8,2340.84,8,2,Champions
12705,2011-11-24 13:17:00,9,6868.29,16,2,Champions
12707,2011-02-21 08:38:00,1,603.42,292,1,At Risk
12708,2011-11-10 09:52:00,10,2712.91,30,2,Champions
12709,2011-11-24 15:38:00,15,9736.52,16,2,Champions
12710,2011-09-04 12:00:00,3,1149.02,97,3,Loyal
12712,2011-11-11 08:19:00,13,4396.13,29,2,Champions
12713,2011-12-09 12:16:00,1,848.55,1,0,Developing
12714,2011-11-30 15:43:00,5,4708.86,10,2,Champions
12715,2011-08-25 15:22:00,1,353.86,107,1,At Risk
12716,2011-12-06 08:55:00,2,1053.49,4,0,Developing
12717,2011-07-11 14:47:00,2,1030.98,152,3,Loyal
12718,2011-09-29 16:38:00,1,238.25,72,1,At Risk
12719,2011-12-04 13:45:00,2,644.95,6,0,Developing
12720,2011-12-07 08:03:00,25,5781.73,3,2,Champions
12721,2011-11-08 12:13:00,6,2656.13,32,3,Loyal
12722,2011-09-15 14:50:00,4,997.63,86,3,Loyal
12723,2011-12-06 10:19:00,5,725.07,4,0,Developing
12724,2011-12-04 16:02:00,4,1031.41,6,0,Developing
12725,2010-12-03 15:45:00,1,427.8,372,1,At Risk
12726,2011-11-11 13:35:00,7,2609.1,29,3,Loyal
12727,2011-11-29 11:46:00,7,3980.7,11,2,Champions
12728,2011-09-29 15:31:00,4,836.33,72,3,Loyal
12729,2011-08-18 11:40:00,1,453.01,114,1,At Risk
12731,2011-11-16 11:59:00,12,18895.91,24,2,Champions
12732,2011-06-13 11:33:00,1,236.26000000000002,180,1,At Risk
12733,2011-04-19 16:19:00,1,383.95,235,1,At Risk
12734,2010-12-22 12:47:00,1,110.39999999999999,353,1,At Risk
12735,2011-01-28 13:37:00,2,779.5699999999999,316,1,At Risk
12736,2011-01-11 07:57:00,1,234.0,333,1,At Risk
12738,2010-12-02 18:27:00,1,155.35,373,1,At Risk
12739,2011-09-22 13:00:00,2,1013.04,79,3,Loyal
12740,2011-10-07 10:44:00,1,427.6,64,1,At Risk
12743,2011-07-28 16:21:00,2,546.43,135,1,At Risk
12744,2011-10-19 11:18:00,7,21279.29,52,2,Champions
12747,2011-12-07 14:34:00,11,4196.01,3,2,Champions
12748,2011-12-09 12:20:00,209,33719.73,1,2,Champions
12749,2011-12-06 09:56:00,5,4090.88,4,2,Champions
12750,2011-08-03 09:13:00,1,275.88,129,1,At Risk
12752,2011-09-19 13:32:00,1,4366.78,82,3,Loyal
12753,2011-11-17 10:52:00,6,21429.39,23,2,Champions
12754,2011-04-18 09:00:00,3,3010.74,236,3,Loyal
12755,2011-03-04 12:42:00,2,3811.95,281,3,Loyal
12756,2011-09-14 09:31:00,1,112.07999999999998,87,1,At Risk
12757,2011-11-24 12:30:00,13,7857.1,16,2,Champions
12758,2011-08-15 10:22:00,2,2791.59,117,3,Loyal
12759,2011-10-18 14:49:00,3,1531.44,53,3,Loyal
12762,2011-12-02 10:23:00,2,1898.52,8,0,Developing
12763,2011-07-24 14:12:00,2,494.08,139,1,At Risk
12764,2011-01-27 10:19:00,1,1693.88,317,1,At Risk
12766,2011-12-06 08:46:00,7,6989.63,4,2,Champions
12769,2011-04-15 10:25:00,1,1143.6,239,1,At Risk
12770,2011-05-13 09:33:00,1,1351.45,211,1,At Risk
12772,2011-10-11 09:19:00,1,892.47,60,1,At Risk
12775,2011-11-22 16:33:00,5,1386.04,18,3,Loyal
12778,2011-11-20 11:30:00,6,822.23,20,3,Loyal
12779,2011-11-02 11:43:00,8,3981.36,38,2,Champions
12781,2011-10-07 10:37:00,2,826.74,64,3,Loyal
12782,2011-12-05 09:16:00,5,2330.92,5,2,Champions
12783,2011-12-07 15:56:00,6,2225.91,3,2,Champions
12784,2011-11-30 15:38:00,2,574.42,10,0,Developing
12785,2010-12-10 13:48:00,1,311.95,365,1,At Risk
12787,2011-11-30 08:44:00,3,463.66,10,0,Developing
12789,2011-10-05 13:34:00,1,91.85,66,1,At Risk
12790,2011-05-31 14:14:00,1,324.92,193,1,At Risk
12791,2010-12-01 11:27:00,1,192.60000000000002,374,1,At Risk
12792,2011-03-28 11:36:00,1,400.53999999999996,257,1,At Risk
12793,2011-01-09 12:12:00,2,545.48,335,1,At Risk
12794,2011-10-17 14:54:00,2,860.41,54,3,Loyal
12795,2011-11-21 10:27:00,1,430.48,19,0,Developing
12797,2010-12-09 10:55:00,1,254.03,366,1,At Risk
12798,2011-11-29 15:52:00,3,6977.04,11,2,Champions
12802,2011-06-06 09:36:00,1,427.58,187,1,At Risk
12808,2011-11-03 10:05:00,3,483.65000000000003,37,0,Developing
12809,2011-06-15 10:51:00,1,489.31,178,1,At Risk
12811,2011-03-24 09:42:00,3,514.85,261,1,At Risk
12812,2011-10-26 09:54:00,1,229.64000000000001,45,1,At Risk
12814,2011-08-30 12:11:00,1,125.92,102,1,At Risk
12815,2011-07-15 10:21:00,2,1063.46,148,3,Loyal
12816,2011-09-05 12:41:00,2,572.2,96,1,At Risk
12817,2011-03-03 16:28:00,1,166.04,282,1,At Risk
12818,2011-03-23 12:06:00,1,1542.08,262,1,At Risk
12820,2011-12-06 15:12:00,4,942.34,4,0,Developing
12821,2011-05-09 15:51:00,1,92.72,215,1,At Risk
12822,2011-09-30 10:04:00,2,948.88,71,3,Loyal
12823,2011-09-26 07:35:00,5,1759.5,75,3,Loyal
12824,2011-10-11 12:49:00,1,397.12,60,1,At Risk
12826,2011-12-07 10:25:00,7,1474.72,3,2,Champions
12827,2011-12-04 12:17:00,3,430.15000000000003,6,0,Developing
12828,2011-12-07 08:45:00,6,1018.71,3,2,Champions
12829,2011-01-07 11:13:00,2,293.0,337,1,At Risk
12830,2011-11-02 11:54:00,6,6814.64,38,3,Loyal
12831,2011-03-22 13:02:00,1,215.05,263,1,At Risk
12832,2011-11-07 13:30:00,2,383.03,33,0,Developing
12833,2011-07-17 13:46:00,1,417.38,146,1,At Risk
12834,2011-03-02 09:49:00,1,312.38,283,1,At Risk
12836,2011-10-11 15:10:00,4,2612.86,60,3,Loyal
12837,2011-06-19 16:07:00,1,134.1,174,1,At Risk
12838,2011-11-06 12:20:00,2,683.13,34,0,Developing
12839,2011-12-07 12:33:00,14,5591.42,3,2,Champions
12840,2011-07-19 09:29:00,4,2726.77,144,3,Loyal
12841,2011-12-05 11:13:00,25,4022.35,5,2,Champions
12842,2011-09-30 15:33:00,2,1118.99,71,3,Loyal
12843,2011-10-05 12:09:00,8,1702.26,66,3,Loyal
12844,2011-11-10 13:31:00,2,325.96000000000004,30,0,Developing
12845,2011-03-17 13:34:00,4,354.09,268,1,At Risk
12847,2011-11-17 13:16:00,1,871.54,23,0,Developing
12849,2011-11-08 13:41:00,2,1050.8899999999999,32,3,Loyal
12851,2011-09-04 12:41:00,1,135.18,97,1,At Risk
12852,2011-02-18 08:47:00,1,311.55,295,1,At Risk
12853,2011-07-28 11:29:00,6,1957.1000000000001,135,3,Loyal
12854,2011-09-22 12:15:00,3,1324.5,79,3,Loyal
12855,2010-12-02 09:37:00,1,38.1,373,1,At Risk
12856,2011-12-02 10:52:00,6,2179.93,8,2,Champions
12857,2011-05-13 10:20:00,2,1106.4,211,1,At Risk
12863,2011-10-18 14:15:00,1,521.2,53,1,At Risk
12864,2011-07-24 13:03:00,1,147.12,139,1,At Risk
12865,2011-11-13 14:31:00,2,1568.23,27,3,Loyal
12866,2011-03-01 14:11:00,1,559.12,284,1,At Risk
12867,2011-11-13 15:30:00,7,4036.82,27,2,Champions
12868,2011-06-07 10:42:00,6,1607.0600000000002,186,3,Loyal
12871,2011-09-16 15:07:00,2,380.64,85,1,At Risk
12872,2011-01-17 10:52:00,2,599.97,327,1,At Risk
12873,2011-03-02 14:58:00,1,374.0,283,1,At Risk
12875,2011-07-19 15:30:00,2,343.2300000000001,144,1,At Risk
12876,2011-10-13 12:26:00,2,2218.02,58,3,Loyal
12877,2011-12-06 10:30:00,12,1535.77,4,2,Champions
12878,2011-04-17 13:07:00,2,854.99,237,1,At Risk
12879,2011-10-26 12:24:00,3,573.22,45,3,Loyal
12881,2011-03-09 11:44:00,1,298.0,276,1,At Risk
12882,2011-11-30 16:18:00,2,1463.04,10,0,Developing
12883,2011-11-15 09:32:00,4,703.47,25,3,Loyal
12884,2011-09-12 13:10:00,1,309.05,89,1,At Risk
12885,2011-10-07 13:40:00,3,1175.22,64,3,Loyal
12886,2011-10-03 10:09:00,2,1378.4,68,3,Loyal
12888,2011-05-09 16:02:00,2,354.12,215,1,At Risk
12890,2011-11-15 17:26:00,1,380.46999999999997,25,0,Developing
12891,2011-06-07 12:31:00,3,331.0,186,1,At Risk
12893,2011-11-09 12:34:00,1,188.14,31,0,Developing
12895,2011-10-28 13:51:00,2,372.8,43,0,Developing
12897,2011-05-19 12:13:00,2,216.5,205,1,At Risk
12901,2011-12-01 10:07:00,28,17654.54,9,2,Champions
12902,2011-03-20 12:06:00,1,138.68,265,1,At Risk
12904,2011-11-21 14:34:00,2,509.58,19,0,Developing
12906,2011-11-28 09:55:00,5,2919.81,12,2,Champions
12908,2011-06-16 15:39:00,2,750.0,177,1,At Risk
12909,2011-10-31 12:43:00,5,2178.67,40,3,Loyal
12910,2011-11-16 14:28:00,8,3075.04,24,2,Champions
12912,2011-12-07 08:55:00,5,1662.3,3,2,Champions
12913,2011-12-05 12:11:00,5,2483.63,5,2,Champions
12915,2011-07-14 11:34:00,2,363.65,149,1,At Risk
